Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
3018,27,Female,Shirt,Clothing,64,Connecticut,M,Cyan,Spring,3.0,No,Free Shipping,Yes,Yes,21,PayPal,Monthly
509,42,Male,Boots,Footwear,57,Maine,S,Yellow,Summer,5.0,No,Free Shipping,Yes,Yes,25,Credit Card,Monthly
197,53,Male,Jewelry,Accessories,39,Montana,XL,Blue,Winter,4.0,No,Store Pickup,Yes,Yes,30,Credit Card,Weekly
3688,37,Male,Shirt,Clothing,90,North Carolina,L,Gray,Summer,4.0,No,Express,Yes,Yes,41,Debit Card,Bi-Weekly
1774,53,Male,Belt,Accessories,65,Oklahoma,XL,Turquoise,Fall,3.0,No,Express,No,No,7,PayPal,Monthly
3170,32,Female,Hat,Accessories,68,Rhode Island,XL,Charcoal,Summer,3.0,No,Standard,Yes,Yes,27,Credit Card,Weekly
3615,29,Female,Scarf,Accessories,54,Oklahoma,S,Beige,Winter,5.0,No,2-Day Shipping,Yes,Yes,40,PayPal,Weekly
398,23,Male,Boots,Footwear,69,Alabama,S,Pink,Fall,5.0,Yes,2-Day Shipping,Yes,Yes,30,Debit Card,Annually
2940,30,Female,Jewelry,Accessories,60,Arizona,S,Purple,Summer,5.0,No,Express,No,No,17,Gift Card,Monthly
3523,64,Female,Belt,Accessories,73,Minnesota,L,Turquoise,Fall,5.0,Yes,Express,Yes,Yes,49,Credit Card,Bi-Weekly
269,39,Female,Pants,Clothing,26,Delaware,L,White,Winter,4.0,Yes,Free Shipping,Yes,Yes,16,Debit Card,Bi-Weekly
2299,25,Female,T-shirt,Clothing,63,Colorado,XL,Red,Summer,5.0,Yes,Standard,Yes,Yes,26,Credit Card,Weekly
2409,48,Female,Skirt,Clothing,92,Nevada,XL,Brown,Spring,5.0,No,Free Shipping,Yes,Yes,29,Gift Card,Bi-Weekly
1036,46,Male,Sunglasses,Accessories,86,Nebraska,XL,Teal,Spring,4.0,Yes,Free Shipping,Yes,Yes,49,Credit Card,Annually
2613,41,Male,Dress,Clothing,48,North Carolina,XL,Blue,Summer,4.0,Yes,Free Shipping,Yes,Yes,48,Credit Card,Annually
2563,45,Female,Shorts,Clothing,85,Hawaii,M,Teal,Spring,5.0,No,Standard,Yes,Yes,9,Credit Card,Weekly
2861,30,Male,Pants,Clothing,44,Wisconsin,M,Indigo,Fall,2.0,Yes,Free Shipping,Yes,Yes,31,Debit Card,Monthly
2977,64,Female,Blouse,Clothing,30,Idaho,L,Olive,Spring,3.0,Yes,2-Day Shipping,Yes,Yes,3,PayPal,Weekly
595,28,Male,Socks,Clothing,78,Georgia,L,Teal,Summer,2.0,No,Store Pickup,No,No,47,PayPal,Bi-Weekly
2005,62,Female,Skirt,Clothing,44,North Dakota,XL,Green,Fall,5.0,Yes,Free Shipping,Yes,Yes,1,PayPal,Annually
3793,26,Male,Jacket,Outerwear,89,Arkansas,S,Silver,Winter,4.0,No,Free Shipping,Yes,Yes,48,PayPal,Bi-Weekly
1046,56,Male,Shorts,Clothing,45,Virginia,M,Red,Winter,4.0,Yes,Free Shipping,Yes,Yes,25,Credit Card,Weekly
2926,53,Female,Jacket,Outerwear,48,Maryland,M,Orange,Fall,3.0,No,Standard,Yes,Yes,12,Credit Card,Monthly
1088,69,Female,Pants,Clothing,40,South Dakota,L,Turquoise,Winter,5.0,No,Express,Yes,Yes,3,PayPal,Weekly
3237,25,Female,Belt,Accessories,58,Oregon,L,Pink,Fall,4.0,No,Standard,No,No,43,Debit Card,Monthly
3847,41,Male,Scarf,Accessories,62,Iowa,L,Indigo,Fall,4.0,No,Express,Yes,Yes,44,Credit Card,Monthly
2225,34,Male,Shorts,Clothing,39,Texas,S,Lavender,Summer,1.0,No,2-Day Shipping,No,No,13,Gift Card,Annually
3420,24,Male,Backpack,Accessories,32,Arizona,M,Peach,Winter,5.0,No,Express,Yes,Yes,9,Debit Card,Monthly
122,38,Female,Sunglasses,Accessories,24,Oregon,S,Black,Winter,3.0,No,2-Day Shipping,Yes,Yes,13,Credit Card,Weekly
916,68,Male,Blouse,Clothing,58,Kansas,M,Charcoal,Spring,1.0,No,Free Shipping,Yes,Yes,50,PayPal,Bi-Weekly
3793,20,Female,Handbag,Accessories,60,Kansas,XL,Orange,Winter,5.0,No,Free Shipping,Yes,Yes,30,PayPal,Weekly
1174,40,Male,Shoes,Footwear,82,Oregon,L,Brown,Summer,4.0,Yes,Free Shipping,Yes,Yes,48,Credit Card,Bi-Weekly
1583,59,Male,Skirt,Clothing,97,Montana,L,Cyan,Winter,5.0,No,Free Shipping,Yes,Yes,41,PayPal,Monthly
1996,31,Female,Jeans,Clothing,57,Louisiana,S,Indigo,Winter,5.0,No,Free Shipping,Yes,Yes,20,Credit Card,Monthly
1353,36,Male,Coat,Outerwear,41,Wyoming,XL,Turquoise,Winter,4.0,No,Express,Yes,Yes,37,Credit Card,Monthly
1808,44,Female,Jacket,Outerwear,72,Wisconsin,L,White,Winter,5.0,Yes,2-Day Shipping,Yes,Yes,6,Credit Card,Monthly
391,34,Female,Backpack,Accessories,29,Washington,L,White,Winter,5.0,No,Express,Yes,Yes,34,Credit Card,Annually
2575,22,Female,Boots,Footwear,21,Vermont,M,Olive,Winter,5.0,No,Express,No,No,46,Apple Pay,Weekly
609,19,Male,Belt,Accessories,32,Maryland,L,Peach,Summer,1.0,Yes,Free Shipping,Yes,Yes,27,Credit Card,Weekly
2065,43,Male,Blouse,Clothing,57,Texas,M,Brown,Spring,3.0,No,Express,No,No,41,PayPal,Monthly
565,27,Male,Sneakers,Footwear,87,California,L,Gold,Winter,5.0,No,2-Day Shipping,Yes,Yes,16,Debit Card,Annually
888,41,Male,Dress,Clothing,96,South Dakota,XL,Yellow,Winter,4.0,No,Express,Yes,Yes,26,Debit Card,Monthly
3088,25,Female,Hoodie,Clothing,29,Indiana,M,Indigo,Winter,4.0,No,Next Day Air,No,No,3,Debit Card,Bi-Weekly
1681,20,Male,Skirt,Clothing,46,California,XL,Gold,Summer,5.0,No,Free Shipping,Yes,Yes,11,PayPal,Annually
3106,69,Female,Sneakers,Footwear,44,Arizona,L,Violet,Summer,5.0,No,Express,Yes,Yes,35,Credit Card,Monthly
1924,58,Male,Jacket,Outerwear,84,Pennsylvania,S,Green,Winter,4.0,Yes,Free Shipping,Yes,Yes,27,Credit Card,Weekly
2885,43,Male,Hoodie,Clothing,40,Massachusetts,M,Purple,Summer,4.0,No,2-Day Shipping,Yes,Yes,38,Credit Card,Monthly
3634,18,Male,Gloves,Accessories,85,Pennsylvania,S,Gray,Fall,5.0,Yes,Express,Yes,Yes,30,Apple Pay,Weekly
2256,47,Male,Backpack,Accessories,31,New Hampshire,S,Brown,Summer,5.0,Yes,Standard,Yes,Yes,46,Gift Card,Monthly
2120,65,Female,Coat,Outerwear,38,Illinois,M,Gray,Spring,5.0,No,2-Day Shipping,Yes,Yes,26,PayPal,Monthly
361,70,Male,Shorts,Clothing,98,Mississippi,L,Cyan,Winter,4.0,No,Standard,Yes,Yes,45,PayPal,Annually
3215,22,Male,Belt,Accessories,25,Florida,XL,Olive,Winter,4.0,Yes,Express,Yes,Yes,48,Credit Card,Bi-Weekly
1314,20,Female,Dress,Clothing,52,North Carolina,XL,Indigo,Spring,3.0,No,Express,Yes,Yes,19,PayPal,Monthly
770,45,Male,Jewelry,Accessories,60,New Mexico,M,Black,Spring,5.0,No,Standard,Yes,Yes,30,Credit Card,Annually
2982,42,Male,Dress,Clothing,56,Maine,M,White,Summer,5.0,No,Free Shipping,Yes,Yes,46,Debit Card,Annually
751,58,Male,Pants,Clothing,53,New Jersey,M,Gold,Spring,4.0,No,Express,No,No,33,Credit Card,Bi-Weekly
1370,51,Male,Backpack,Accessories,95,Delaware,M,Gray,Summer,4.0,No,Express,No,No,14,Credit Card,Monthly
308,36,Male,Blouse,Clothing,88,Iowa,S,Turquoise,Summer,5.0,Yes,Free Shipping,No,No,40,Credit Card,Annually
2207,43,Male,Jewelry,Accessories,50,North Carolina,M,Magenta,Spring,4.0,No,Store Pickup,Yes,Yes,7,PayPal,Weekly
146,41,Female,Sunglasses,Accessories,26,Tennessee,L,Brown,Winter,4.0,No,Standard,Yes,Yes,2,Credit Card,Monthly
756,53,Male,Handbag,Accessories,65,Connecticut,L,Green,Winter,1.0,Yes,Express,Yes,Yes,15,Debit Card,Weekly
1002,22,Female,Shorts,Clothing,97,Alaska,M,Turquoise,Winter,4.0,No,2-Day Shipping,No,No,10,Debit Card,Bi-Weekly
2782,20,Female,Hat,Accessories,82,California,S,Purple,Spring,5.0,No,2-Day Shipping,Yes,Yes,42,Apple Pay,Annually
2670,53,Male,Jacket,Outerwear,20,North Dakota,M,White,Winter,4.0,No,Free Shipping,Yes,Yes,6,PayPal,Monthly
3781,63,Male,Handbag,Accessories,57,Connecticut,XL,Lavender,Fall,5.0,Yes,Express,Yes,Yes,39,Debit Card,Annually
973,58,Male,Shoes,Footwear,20,Massachusetts,M,Brown,Fall,5.0,Yes,2-Day Shipping,Yes,Yes,36,Debit Card,Monthly
3320,50,Male,Handbag,Accessories,71,Michigan,M,White,Spring,4.0,No,Express,Yes,Yes,37,Credit Card,Monthly
3114,39,Female,Jewelry,Accessories,52,Florida,S,Brown,Fall,3.0,No,Free Shipping,Yes,Yes,47,Debit Card,Weekly
3125,29,Male,Shirt,Clothing,96,Nebraska,XL,Magenta,Winter,2.0,No,Express,Yes,Yes,20,Credit Card,Weekly
2382,18,Female,Sandals,Footwear,80,New York,XL,Charcoal,Spring,3.0,No,Express,Yes,Yes,34,Credit Card,Monthly
3271,37,Female,Belt,Accessories,65,California,XL,Pink,Summer,1.0,No,Express,Yes,Yes,40,Credit Card,Bi-Weekly
628,52,Male,Scarf,Accessories,88,Indiana,S,Brown,Spring,4.0,No,Express,Yes,Yes,9,PayPal,Annually
2674,53,Male,Sweater,Clothing,38,Wisconsin,M,Gold,Winter,2.0,No,Free Shipping,Yes,Yes,32,Credit Card,Monthly
2807,61,Male,Pants,Clothing,77,Florida,XL,Yellow,Fall,5.0,No,Free Shipping,Yes,Yes,32,Apple Pay,Monthly
3107,48,Male,Handbag,Accessories,65,Nevada,S,Green,Winter,4.0,No,Free Shipping,No,No,2,Debit Card,Monthly
3895,48,Male,Socks,Clothing,53,Nevada,S,Blue,Spring,5.0,No,Standard,Yes,Yes,46,Debit Card,Weekly
1966,67,Female,Coat,Outerwear,32,Texas,S,Yellow,Spring,5.0,No,Free Shipping,Yes,Yes,10,Credit Card,Monthly
2765,54,Male,Coat,Outerwear,42,Washington,M,Purple,Winter,5.0,No,Free Shipping,Yes,Yes,41,Credit Card,Weekly
1697,31,Male,Jewelry,Accessories,21,Wisconsin,L,Lavender,Spring,5.0,Yes,2-Day Shipping,No,No,28,Credit Card,Annually
2809,34,Female,Boots,Footwear,28,Illinois,S,Pink,Summer,5.0,No,Standard,Yes,Yes,12,Credit Card,Monthly
2308,19,Male,Belt,Accessories,55,Nevada,L,White,Summer,1.0,No,Free Shipping,Yes,Yes,49,Apple Pay,Weekly
3868,66,Female,Jewelry,Accessories,71,Illinois,M,Silver,Summer,4.0,No,Express,Yes,Yes,22,Debit Card,Monthly
2092,65,Female,Sneakers,Footwear,83,Kentucky,M,Teal,Winter,5.0,No,2-Day Shipping,No,No,42,Credit Card,Monthly
3775,42,Male,Shorts,Clothing,31,Kentucky,M,Purple,Summer,5.0,No,Standard,Yes,Yes,35,Credit Card,Bi-Weekly
837,52,Male,Sneakers,Footwear,79,North Dakota,L,Beige,Winter,5.0,No,Free Shipping,Yes,Yes,42,Credit Card,Monthly
3397,32,Female,Gloves,Accessories,72,South Dakota,M,Purple,Fall,3.0,Yes,2-Day Shipping,Yes,Yes,27,Credit Card,Annually
438,64,Female,Jewelry,Accessories,25,Louisiana,XL,White,Spring,3.0,No,Express,Yes,Yes,48,Gift Card,Monthly
489,35,Male,Hat,Accessories,57,North Carolina,M,Beige,Winter,2.0,No,Express,Yes,Yes,20,Credit Card,Monthly
3161,63,Female,Belt,Accessories,72,Pennsylvania,M,Red,Summer,4.0,No,Free Shipping,Yes,Yes,45,Credit Card,Monthly
3406,37,Male,Shirt,Clothing,21,Minnesota,S,Silver,Winter,4.0,No,Next Day Air,Yes,Yes,25,Debit Card,Monthly
3682,26,Male,Socks,Clothing,39,Florida,S,Olive,Winter,3.0,No,Free Shipping,Yes,Yes,21,Credit Card,Annually
3781,62,Male,Sweater,Clothing,86,Montana,XL,Silver,Winter,3.0,No,Standard,Yes,Yes,12,Debit Card,Monthly
234,67,Male,Hoodie,Clothing,69,New Hampshire,XL,Orange,Summer,5.0,No,Next Day Air,No,No,42,Credit Card,Monthly
655,70,Female,T-shirt,Clothing,75,Delaware,S,Green,Summer,4.0,No,Free Shipping,Yes,Yes,9,PayPal,Monthly
2735,40,Male,Handbag,Accessories,77,Colorado,S,Charcoal,Summer,4.0,No,Store Pickup,Yes,Yes,50,Credit Card,Monthly
3041,30,Male,Coat,Outerwear,30,Ohio,M,Blue,Summer,5.0,Yes,Express,Yes,Yes,5,Debit Card,Monthly
1053,58,Male,Shirt,Clothing,82,Washington,XL,Pink,Spring,5.0,Yes,Express,Yes,Yes,15,Credit Card,Monthly
2671,53,Female,Pants,Clothing,100,Louisiana,S,Brown,Summer,4.0,Yes,2-Day Shipping,Yes,Yes,1,Credit Card,Annually
857,36,Female,Jeans,Clothing,65,Maryland,M,Beige,Winter,4.0,No,Free Shipping,Yes,Yes,24,Credit Card,Bi-Weekly
1580,62,Male,Jacket,Outerwear,84,New Jersey,S,Olive,Winter,5.0,No,Free Shipping,No,No,8,Credit Card,Weekly
1664,43,Female,Shoes,Footwear,43,Tennessee,S,Cyan,Summer,3.0,No,Next Day Air,Yes,Yes,47,Debit Card,Monthly
524,57,Female,Sweater,Clothing,92,Georgia,M,Olive,Fall,5.0,No,2-Day Shipping,No,No,44,Debit Card,Weekly
2351,35,Female,Jewelry,Accessories,41,Nevada,S,Blue,Spring,5.0,No,Free Shipping,Yes,Yes,15,Debit Card,Weekly
1081,32,Female,Hat,Accessories,90,Wyoming,XL,Yellow,Winter,5.0,Yes,Free Shipping,Yes,Yes,3,PayPal,Monthly
387,34,Male,Sunglasses,Accessories,93,South Carolina,L,Peach,Spring,3.0,Yes,Free Shipping,Yes,Yes,33,Credit Card,Bi-Weekly
3121,61,Female,Sandals,Footwear,99,Hawaii,XL,Olive,Winter,4.0,No,Express,No,No,30,Debit Card,Monthly
1545,53,Male,Jacket,Outerwear,76,Illinois,XL,Violet,Summer,5.0,No,Free Shipping,Yes,Yes,7,Apple Pay,Weekly
1254,36,Male,Jacket,Outerwear,78,Massachusetts,M,Lavender,Winter,5.0,Yes,2-Day Shipping,No,No,10,Credit Card,Annually
1586,51,Male,Boots,Footwear,68,Minnesota,M,Violet,Fall,2.0,Yes,Free Shipping,Yes,Yes,11,Gift Card,Annually
523,68,Male,T-shirt,Clothing,23,Delaware,M,Beige,Spring,4.0,No,Standard,Yes,Yes,5,Debit Card,Annually
2667,55,Female,Boots,Footwear,35,Tennessee,XL,Beige,Fall,5.0,Yes,Standard,No,No,19,Credit Card,Monthly
3580,48,Female,Dress,Clothing,88,Vermont,XL,Yellow,Fall,4.0,No,Express,No,No,41,PayPal,Weekly
3285,66,Male,Hat,Accessories,36,New Jersey,M,Red,Spring,5.0,Yes,Express,Yes,Yes,10,Credit Card,Weekly
2596,24,Female,Skirt,Clothing,56,Michigan,M,Indigo,Winter,5.0,No,Free Shipping,Yes,Yes,33,Credit Card,Monthly
3474,27,Female,Coat,Outerwear,84,Indiana,S,Magenta,Winter,5.0,No,Standard,Yes,Yes,1,Debit Card,Monthly
1740,49,Female,Handbag,Accessories,99,New Mexico,XL,Maroon,Summer,5.0,No,Free Shipping,Yes,Yes,4,Debit Card,Weekly
2579,48,Female,Scarf,Accessories,26,Arkansas,XL,Blue,Spring,4.0,Yes,Free Shipping,Yes,Yes,26,Credit Card,Weekly
3552,24,Female,Socks,Clothing,59,Mississippi,XL,Yellow,Winter,3.0,No,Express,Yes,Yes,22,Credit Card,Bi-Weekly
3712,38,Male,Jeans,Clothing,39,Arizona,L,White,Spring,4.0,Yes,Free Shipping,Yes,Yes,47,Debit Card,Monthly
2918,40,Male,Sweater,Clothing,45,Arkansas,L,Black,Winter,5.0,No,Standard,Yes,Yes,25,PayPal,Annually
1046,30,Male,Jacket,Outerwear,22,North Dakota,L,Blue,Fall,5.0,No,Express,Yes,Yes,25,Debit Card,Annually
3856,21,Male,Pants,Clothing,94,New Mexico,M,Green,Winter,5.0,Yes,Store Pickup,No,No,20,Apple Pay,Annually
946,36,Female,Dress,Clothing,49,Pennsylvania,S,Purple,Winter,3.0,No,Standard,Yes,Yes,27,Debit Card,Monthly
1538,51,Male,T-shirt,Clothing,56,North Dakota,XL,Peach,Spring,5.0,Yes,Standard,Yes,Yes,45,Debit Card,Bi-Weekly
2374,18,Male,Sunglasses,Accessories,47,Oklahoma,M,Orange,Winter,3.0,Yes,Free Shipping,Yes,Yes,17,PayPal,Monthly
3663,54,Female,Shoes,Footwear,22,Louisiana,XL,Cyan,Winter,4.0,No,Standard,Yes,Yes,6,Credit Card,Monthly
1973,57,Female,Shoes,Footwear,38,Arkansas,L,Red,Spring,1.0,No,Free Shipping,Yes,Yes,23,Gift Card,Monthly
1273,30,Female,Dress,Clothing,82,Alabama,S,Black,Fall,5.0,Yes,Next Day Air,Yes,Yes,31,Credit Card,Monthly
1687,67,Male,Jewelry,Accessories,51,South Dakota,L,Beige,Spring,3.0,No,Free Shipping,Yes,Yes,3,Gift Card,Monthly
1417,66,Male,Backpack,Accessories,49,New York,XL,Yellow,Summer,5.0,No,Standard,Yes,Yes,34,Credit Card,Monthly
2156,32,Male,Blouse,Clothing,44,Arizona,L,Turquoise,Fall,5.0,No,Express,No,No,14,Credit Card,Monthly
2287,60,Female,Shirt,Clothing,52,Indiana,M,Silver,Fall,4.0,Yes,Free Shipping,Yes,Yes,15,Credit Card,Annually
3223,30,Female,Shirt,Clothing,96,Iowa,M,Silver,Summer,4.0,Yes,2-Day Shipping,Yes,Yes,22,Apple Pay,Monthly
3860,48,Male,Hat,Accessories,27,Pennsylvania,L,Black,Spring,4.0,Yes,Free Shipping,Yes,Yes,22,Debit Card,Annually
3156,43,Male,Jacket,Outerwear,78,South Dakota,L,Violet,Spring,2.0,Yes,Free Shipping,Yes,Yes,11,PayPal,Monthly
1805,63,Female,Belt,Accessories,82,Utah,XL,Lavender,Winter,4.0,No,Standard,Yes,Yes,36,Debit Card,Weekly
39,34,Male,Skirt,Clothing,89,Minnesota,L,Indigo,Spring,5.0,No,Free Shipping,Yes,Yes,50,PayPal,Monthly
438,35,Female,Jacket,Outerwear,51,Oregon,S,Black,Spring,3.0,Yes,Free Shipping,Yes,Yes,29,Credit Card,Monthly
3390,70,Male,T-shirt,Clothing,86,Vermont,M,Teal,Fall,5.0,No,Standard,No,No,39,Credit Card,Monthly
1703,55,Male,Skirt,Clothing,98,Wisconsin,XL,Beige,Winter,5.0,No,Standard,Yes,Yes,17,Apple Pay,Weekly
666,68,Female,Backpack,Accessories,52,New Jersey,M,Gray,Winter,5.0,No,Standard,Yes,Yes,32,Debit Card,Weekly
482,47,Male,Handbag,Accessories,35,Oregon,S,Lavender,Fall,5.0,No,Store Pickup,Yes,Yes,30,Credit Card,Monthly
2576,70,Female,Sneakers,Footwear,36,Ohio,M,Magenta,Spring,5.0,No,2-Day Shipping,Yes,Yes,33,Debit Card,Monthly
974,24,Female,Sandals,Footwear,44,South Dakota,S,Green,Spring,2.0,No,Express,Yes,Yes,2,Credit Card,Monthly
3622,70,Female,Shoes,Footwear,32,Arkansas,L,Charcoal,Spring,5.0,No,2-Day Shipping,Yes,Yes,23,Credit Card,Monthly
3504,51,Female,Jacket,Outerwear,93,Mississippi,L,Indigo,Winter,3.0,No,Standard,Yes,Yes,23,Credit Card,Bi-Weekly
3832,26,Female,Coat,Outerwear,51,Maine,S,Black,Spring,4.0,No,Store Pickup,Yes,Yes,43,Credit Card,Monthly
2535,49,Female,Skirt,Clothing,46,Indiana,L,Orange,Winter,5.0,No,2-Day Shipping,Yes,Yes,13,Debit Card,Weekly
1426,44,Male,Sneakers,Footwear,40,Pennsylvania,M,Yellow,Summer,5.0,No,2-Day Shipping,No,No,4,PayPal,Weekly
2360,29,Male,Coat,Outerwear,31,South Carolina,S,Pink,Summer,4.0,Yes,Next Day Air,Yes,Yes,15,Apple Pay,Annually
2457,70,Male,Boots,Footwear,69,California,L,Silver,Winter,3.0,No,Free Shipping,Yes,Yes,1,PayPal,Bi-Weekly
1175,45,Female,Sandals,Footwear,88,Virginia,L,Silver,Summer,5.0,No,Free Shipping,Yes,Yes,10,Credit Card,Annually
1137,24,Male,Handbag,Accessories,27,Washington,S,Peach,Winter,5.0,No,Express,Yes,Yes,19,Credit Card,Weekly
3381,37,Male,Jacket,Outerwear,86,Kansas,S,Indigo,Spring,2.0,Yes,Free Shipping,Yes,Yes,11,Credit Card,Weekly
3349,62,Male,Handbag,Accessories,49,Connecticut,M,Brown,Summer,3.0,No,Standard,Yes,Yes,32,Credit Card,Monthly
1150,36,Male,Belt,Accessories,74,Massachusetts,L,Violet,Winter,2.0,No,Express,Yes,Yes,27,PayPal,Monthly
1525,44,Male,Sweater,Clothing,94,Tennessee,S,Purple,Spring,5.0,No,Free Shipping,Yes,Yes,42,Credit Card,Weekly
629,51,Male,Hoodie,Clothing,28,South Carolina,M,Teal,Fall,5.0,No,Express,Yes,Yes,40,Debit Card,Bi-Weekly
1056,59,Male,Socks,Clothing,25,Alabama,S,Brown,Winter,5.0,No,2-Day Shipping,Yes,Yes,7,PayPal,Monthly
1788,18,Female,Sweater,Clothing,55,Vermont,S,Beige,Winter,5.0,No,Express,No,No,25,PayPal,Annually
2127,24,Male,Hat,Accessories,46,Kentucky,S,Teal,Spring,4.0,No,Free Shipping,Yes,Yes,4,Credit Card,Monthly
1970,64,Female,Hat,Accessories,24,Kentucky,XL,White,Spring,5.0,No,Express,No,No,18,Gift Card,Annually
758,59,Male,Hoodie,Clothing,42,Kentucky,S,Maroon,Winter,4.0,No,Standard,Yes,Yes,18,Debit Card,Monthly
1788,19,Male,Handbag,Accessories,96,California,S,Magenta,Winter,3.0,No,Free Shipping,Yes,Yes,29,Credit Card,Monthly
1976,67,Female,Hoodie,Clothing,58,Massachusetts,M,Charcoal,Spring,5.0,No,Free Shipping,Yes,Yes,27,Debit Card,Weekly
499,54,Male,Sweater,Clothing,78,Georgia,M,Peach,Summer,4.0,Yes,Express,Yes,Yes,27,Credit Card,Weekly
2327,38,Male,Dress,Clothing,57,Washington,L,Yellow,Summer,5.0,Yes,Free Shipping,Yes,Yes,37,Credit Card,Monthly
3717,25,Male,Coat,Outerwear,69,Nebraska,XL,Orange,Summer,4.0,No,Standard,Yes,Yes,46,Debit Card,Monthly
1524,35,Male,Sunglasses,Accessories,94,Maryland,S,Yellow,Winter,5.0,No,Free Shipping,Yes,Yes,31,PayPal,Monthly
3244,33,Male,Shirt,Clothing,45,Kentucky,S,Orange,Summer,4.0,No,2-Day Shipping,Yes,Yes,28,Debit Card,Weekly
790,24,Female,Hat,Accessories,74,Ohio,M,Red,Summer,2.0,Yes,Free Shipping,Yes,Yes,40,Apple Pay,Annually
947,66,Female,Jacket,Outerwear,50,Iowa,XL,Beige,Winter,3.0,No,Express,Yes,Yes,11,Apple Pay,Weekly
998,51,Male,T-shirt,Clothing,24,Maryland,XL,Orange,Winter,4.0,Yes,Free Shipping,No,No,22,Apple Pay,Monthly
3337,20,Male,Scarf,Accessories,39,Georgia,XL,Orange,Summer,5.0,Yes,Standard,Yes,Yes,22,PayPal,Bi-Weekly
1526,52,Male,Jeans,Clothing,66,Oregon,L,Red,Winter,4.0,No,Free Shipping,Yes,Yes,36,Credit Card,Weekly
3321,35,Female,Sneakers,Footwear,87,Washington,L,Magenta,Summer,5.0,No,2-Day Shipping,Yes,Yes,2,Credit Card,Bi-Weekly
2952,48,Male,Hoodie,Clothing,61,Minnesota,XL,Black,Summer,4.0,Yes,Store Pickup,No,No,47,Debit Card,Monthly
2142,55,Male,Handbag,Accessories,30,Missouri,XL,Indigo,Summer,5.0,No,Express,No,No,27,Credit Card,Monthly
1321,30,Male,Dress,Clothing,61,Wisconsin,L,Maroon,Spring,3.0,No,Express,Yes,Yes,35,PayPal,Annually
3584,61,Female,Blouse,Clothing,90,Maine,M,Blue,Winter,4.0,Yes,Free Shipping,Yes,Yes,1,Debit Card,Annually
3424,26,Female,Shorts,Clothing,88,South Carolina,M,White,Winter,5.0,Yes,Next Day Air,Yes,Yes,36,PayPal,Monthly
758,37,Male,Blouse,Clothing,26,Minnesota,M,Teal,Spring,5.0,No,Free Shipping,Yes,Yes,35,Credit Card,Monthly
991,70,Male,Pants,Clothing,49,Kansas,S,Brown,Fall,5.0,No,Free Shipping,Yes,Yes,45,PayPal,Monthly
3393,43,Female,Scarf,Accessories,98,Oklahoma,M,Olive,Winter,5.0,No,Free Shipping,Yes,Yes,9,Debit Card,Monthly
730,51,Female,Gloves,Accessories,38,Montana,M,Charcoal,Summer,4.0,No,Express,Yes,Yes,40,Debit Card,Annually
972,27,Male,Sneakers,Footwear,30,Virginia,M,Green,Fall,4.0,Yes,2-Day Shipping,Yes,Yes,31,Credit Card,Weekly
2607,43,Male,Jacket,Outerwear,26,Alabama,XL,Gray,Summer,5.0,No,Free Shipping,Yes,Yes,48,Credit Card,Bi-Weekly
3116,65,Female,Hat,Accessories,34,New Mexico,S,Blue,Spring,4.0,Yes,Express,Yes,Yes,26,Credit Card,Weekly
3308,63,Male,Sweater,Clothing,98,Colorado,L,Violet,Spring,4.0,No,Free Shipping,Yes,Yes,5,Credit Card,Monthly
1290,62,Male,Boots,Footwear,45,Pennsylvania,L,Teal,Spring,4.0,No,Free Shipping,Yes,Yes,33,Debit Card,Weekly
2217,18,Female,Shoes,Footwear,38,Maine,S,Peach,Fall,4.0,No,Free Shipping,Yes,Yes,18,PayPal,Monthly
185,66,Male,Hat,Accessories,94,North Carolina,M,Brown,Fall,4.0,No,Free Shipping,Yes,Yes,43,Apple Pay,Annually
325,38,Female,Sweater,Clothing,29,North Carolina,S,Violet,Spring,4.0,No,Express,No,No,17,Debit Card,Weekly
270,51,Male,Sneakers,Footwear,33,Rhode Island,M,Maroon,Summer,5.0,Yes,Express,Yes,Yes,32,Debit Card,Weekly
1385,51,Female,Jewelry,Accessories,72,Rhode Island,XL,Black,Spring,4.0,Yes,Express,Yes,Yes,33,Credit Card,Monthly
2590,58,Male,T-shirt,Clothing,36,Alaska,S,Indigo,Spring,5.0,No,Express,Yes,Yes,1,Credit Card,Monthly
1,49,Male,Sunglasses,Accessories,78,Georgia,L,Cyan,Summer,4.0,No,Standard,Yes,Yes,31,Debit Card,Monthly
3859,61,Male,Jacket,Outerwear,37,Pennsylvania,S,Yellow,Fall,4.0,No,Store Pickup,Yes,Yes,21,PayPal,Monthly
3256,48,Female,Shirt,Clothing,64,Arkansas,M,Purple,Spring,2.0,No,Express,Yes,Yes,45,Credit Card,Weekly
1698,65,Male,Jewelry,Accessories,68,Hawaii,XL,Red,Summer,4.0,Yes,Free Shipping,Yes,Yes,24,Debit Card,Monthly
971,36,Male,Gloves,Accessories,61,Pennsylvania,L,Beige,Spring,5.0,No,Free Shipping,Yes,Yes,41,Credit Card,Bi-Weekly
1975,33,Male,T-shirt,Clothing,74,Maryland,L,Violet,Fall,5.0,No,Express,No,No,37,Credit Card,Bi-Weekly
